# RESIDUAL LEGACY POST CORPUS — NUMERIC CLAIM LEDGER v1
#
# TOTAL 2864 claims: ENGINE_MATCH=1579 | NOT_ENGINE_REPRODUCED=963 | SOURCE_NATIVE_VARIANT=154 | SYSTEM_LAW_APPLICATION=152 | NEAR_MISS_<=3=16
# READ-ONLY. Every claim extracted from the 944-post residual corpus and classified against the
# LIVE canonical engine (public RPC: gematria_api + the 20 registered method functions).
# NOTHING was computed from memory. NO target-fitting: a claim is only ENGINE_MATCH if a registered
# method returns exactly the claimed value.
#
# class vocabulary:
#   ENGINE_MATCH             a registered canonical method reproduces the claimed value exactly
#   SOURCE_NATIVE_VARIANT    reproduces under an explicit historical operator (+כולל, -1, +אותיות, +מילים, combinations)
#   SYSTEM_LAW_APPLICATION   not a phrase calculation at all — a transform of an already-known number
#                            (millennium prefix +5000, decimal scaling x10, zero-law, אור-חוזר reversal,
#                             thousands-drop, spelled-numeral identity)
#   NEAR_MISS_<=3            within 3 of a registered method; recorded, NOT accepted
#   NOT_ENGINE_REPRODUCED    no registered method or justified operator reproduces it
#   NO_ENGINE_DATA           engine returned nothing for this string
#
# source: eq = '=' chain in body text | table = HTML table (value,phrase) row | begim = 'בגימטריה N'/'עולה N'
# columns: source	class	claimed_value	phrase	engine_detail	posts
#
eq	ENGINE_MATCH	474	רבי מנחם מנדל	ragil	8
eq	ENGINE_MATCH	707	פני הרבי שליטא	gadol; ragil	8
eq	ENGINE_MATCH	969	פני הרבי שליטא מנחם מנדל	ragil	8
eq	ENGINE_MATCH	969	יא בניסן תשפו	ragil	8
eq	NOT_ENGINE_REPRODUCED	404	שליטה במוח"	ragil=410; gadol=410	8
eq	ENGINE_MATCH	404	ערפדים"	ragil	8
eq	ENGINE_MATCH	988	חברת חשמל	gadol; ragil	1345
eq	ENGINE_MATCH	776	פיגועי הדקירה	misratar	1345
eq	ENGINE_MATCH	56	לטביה	gadol; ragil	1345
eq	NOT_ENGINE_REPRODUCED	345	ק"מ מרחק מבירה נוספת	ragil=1341; gadol=1341	1345
eq	ENGINE_MATCH	375	צירעה	gadol; ragil	1345
eq	ENGINE_MATCH	375	דאעש	gadol; ragil	1345
eq	ENGINE_MATCH	776	תשלום	ragil	1345
eq	ENGINE_MATCH	776	תדמור יפול	gadol; ragil	1345
eq	ENGINE_MATCH	1776	מקדשי תדמור יהרסו ביד דעאש	gadol; ragil	1345
eq	ENGINE_MATCH	2504	אירן תחריב את תל אביב בתשעה	ragil; ragil_calc	1345
eq	ENGINE_MATCH	2504	חמשת אלפים שבע מאות שבעים וחמש	ragil	1345
eq	ENGINE_MATCH	140	דקלו	gadol; ragil	1295
eq	ENGINE_MATCH	140	דוד	aiq_bekar_calc	1295
eq	NOT_ENGINE_REPRODUCED	45	רמזים ל"גאולה	ragil=372; gadol=932	1295
eq	SYSTEM_LAW_APPLICATION	67	אתמול תאונה ב"יבנה	stair_triangle_calc digit-family(mod9)	1295
eq	NOT_ENGINE_REPRODUCED	522	משיח בן דוד	ragil=424; gadol=1074	1295
eq	NOT_ENGINE_REPRODUCED	96	ה	ragil=5; gadol=5	1295
eq	ENGINE_MATCH	96	כט אלול	gadol; ragil	1295
eq	NOT_ENGINE_REPRODUCED	156	בדיוק כמניין יוסף	ragil=458; gadol=1828	1295
eq	ENGINE_MATCH	717	ביג בן	gadol	1295
eq	NOT_ENGINE_REPRODUCED	717	בדיוק כמניין צמח דוד	ragil=454; gadol=1104	1295
eq	ENGINE_MATCH	15	ביג	gadol; ragil; siduri; misratar	1295
eq	ENGINE_MATCH	15	יה	gadol; ragil; siduri	1295
eq	ENGINE_MATCH	15	גאוה	gadol; ragil; siduri	1295
eq	ENGINE_MATCH	334	חושך	ragil	1295
eq	SOURCE_NATIVE_VARIANT	334	חשכה	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים	1295
eq	SOURCE_NATIVE_VARIANT	67	בן דוד	ragil+כולל	1295
eq	NOT_ENGINE_REPRODUCED	427	מב"ד	ragil=46; gadol=46	1295
eq	SOURCE_NATIVE_VARIANT	427	שעון	ragil+כולל; ragil+מילים	1295
eq	ENGINE_MATCH	363	גריניץ	ragil	1295
eq	ENGINE_MATCH	67	אלול	gadol; ragil; gadol_calc; ragil_calc	1295
eq	ENGINE_MATCH	767	הרכבת הקלה	gadol; ragil	1295
eq	ENGINE_MATCH	622	רכבת	gadol; ragil	1295
eq	SOURCE_NATIVE_VARIANT	596	והר הבית	albam+אותיות; misratar-1	1295
eq	NOT_ENGINE_REPRODUCED	596	ירושלים ששם יבנה הבית	ragil=1720; gadol=2840	1295
eq	ENGINE_MATCH	2756	גשר מעריב יפוצץ ביום שישי בשעה שש	ragil	1295
eq	SOURCE_NATIVE_VARIANT	596	המסתתר	misratar+כולל; misratar+מילים; mistater_gadol_calc+כולל; mistater_gadol_calc+מילים	1295
eq	NOT_ENGINE_REPRODUCED	596	שנבנות בכל מקום להר הבית שנבנה בירושלים	ragil=2703; gadol=3823	1295
eq	SYSTEM_LAW_APPLICATION	67	ואנו כרגע נכנסים לחודש אלול	albam digit-family(mod9); gadol digit-family(mod9)	1295
eq	NOT_ENGINE_REPRODUCED	588	מלחמת גוג ומגוג מתי זה יהיה אותיות	ragil=1903; gadol=1903	1295
eq	NOT_ENGINE_REPRODUCED	776	אחרי	ragil=219; gadol=219	1295
eq	NOT_ENGINE_REPRODUCED	7	יולי	ragil=56; gadol=56	1295
eq	NOT_ENGINE_REPRODUCED	767	הקלה״	ragil=140; gadol=140	1295
eq	ENGINE_MATCH	785	תשפ"ה	gadol; ragil	35
eq	ENGINE_MATCH	162	ויקמו	gadol; ragil	35
eq	ENGINE_MATCH	162	אקטואליה	gadol; ragil; ragil_calc; gadol_calc	35
eq	NOT_ENGINE_REPRODUCED	521	חמש שתים אחד	ragil=1111; gadol=1671	35
eq	ENGINE_MATCH	1111	חמש שתים אחד	ragil	35
eq	NOT_ENGINE_REPRODUCED	1322	עד אשית אויביך המילוי	ragil=935; gadol=1415	35
eq	NOT_ENGINE_REPRODUCED	2701	בראשית ברא אלהים את השמש ואת הארץ	ragil=2951; gadol=4321	35
eq	ENGINE_MATCH	162	ומיויצ	gadol; ragil	35
eq	ENGINE_MATCH	802	בגפו יבוא בגפו	albam; albam_calc	35
eq	NOT_ENGINE_REPRODUCED	700	ו	ragil=6; gadol=6	35
eq	SYSTEM_LAW_APPLICATION	48	מח הקב"ה רוצה שנפעיל את הראש ונבין	gadol digit-family(mod9); miluy digit-family(mod9)	133
eq	NOT_ENGINE_REPRODUCED	358	משיח' היום תאריך ה	ragil=1055; gadol=2095	133
eq	ENGINE_MATCH	89	גוף	ragil	133
eq	ENGINE_MATCH	1237	עלות השחר	misratar	133
eq	ENGINE_MATCH	1237	מסרים של המשיח	misratar	133
eq	NOT_ENGINE_REPRODUCED	1006	רמזי ה	ragil=262; gadol=262	133
eq	ENGINE_MATCH	44	גולה	gadol; ragil	133
eq	ENGINE_MATCH	776	נקודה אמצעית	gadol; ragil	133
eq	ENGINE_MATCH	776	שובו בנים שובבים	ragil	133
eq	NOT_ENGINE_REPRODUCED	776	עדי עד כי ביה' יהוה צור עולמים	ragil=723; gadol=1283	133
eq	SYSTEM_LAW_APPLICATION	77	מזל לתוך ה	stair_triangle_calc mod100; stair_triangle_calc-1000 (thousands-drop); triangle_reverse_calc digit-family(mod9)	133
eq	NOT_ENGINE_REPRODUCED	216	וזה הכל מרמזי ה"יראה	ragil=591; gadol=591	133
eq	ENGINE_MATCH	160	עץ	ragil	133
eq	NOT_ENGINE_REPRODUCED	424	משיח בן דוד הגאולה צומחת	ragil=1018; gadol=1668	133
eq	NOT_ENGINE_REPRODUCED	216	רמזי ה"יראה	ragil=478; gadol=478	133
eq	SYSTEM_LAW_APPLICATION	5880	מלחמת גוג ומגוג	gadol zero-law; gadol×10 (decimal scaling); ragil zero-law; ragil×10 (decimal scaling)	133
eq	SYSTEM_LAW_APPLICATION	36	עזר כנגדו	gadol digit-family(mod9); gadol zero-law; gadol÷10 (zero-drop); misratar mod100	133
eq	ENGINE_MATCH	86	דני אבדיה	gadol; ragil	133
eq	ENGINE_MATCH	70	הרמז סוד	siduri	133
eq	ENGINE_MATCH	776	גאולת פורים	ragil	133
eq	ENGINE_MATCH	68	חכם	ragil	1420
eq	ENGINE_MATCH	68	הכל אחד	gadol; ragil	1420
eq	ENGINE_MATCH	68	חיים	ragil	1420
eq	NOT_ENGINE_REPRODUCED	628	ובגימטריה גדולה חיים	ragil=401; gadol=961	1420
eq	ENGINE_MATCH	91	הכולל	gadol; ragil	1420
eq	SYSTEM_LAW_APPLICATION	1000	א	aiq_bekar_calc zero-law; gadol zero-law; gadol_calc zero-law; hakpala_calc zero-law	1420
eq	SYSTEM_LAW_APPLICATION	2000	ב	aiq_bekar_calc zero-law; gadol zero-law; gadol_calc zero-law; ragil zero-law	1420
eq	SYSTEM_LAW_APPLICATION	3000	ג	aiq_bekar_calc zero-law; gadol zero-law; ragil zero-law; ribua_calc zero-law	1420
eq	NOT_ENGINE_REPRODUCED	247	סטת	ragil=469; gadol=469	1420
eq	NOT_ENGINE_REPRODUCED	469	שיר השירים	ragil=1075; gadol=1635	1420
eq	ENGINE_MATCH	858	קדש קדשים	ragil	1420
eq	NOT_ENGINE_REPRODUCED	469	פעמיים נחש	ragil=608; gadol=1168	1420
eq	SYSTEM_LAW_APPLICATION	70	גימטריה" לפי מיקום האותיות	albam digit-family(mod9)	1420
eq	NOT_ENGINE_REPRODUCED	111	כשרואים רמז מבינים שיש כאן פלא	ragil=1768; gadol=3538	1420
eq	SOURCE_NATIVE_VARIANT	111	משיח	atbash-1	1420
eq	ENGINE_MATCH	776	היום אם בקולו תשמעו	misratar	1331
eq	ENGINE_MATCH	5776	אותיות העברית	kadmi; kadmi_gadol; kadmi_calc; kadmi_gadol_calc	1331
eq	NOT_ENGINE_REPRODUCED	2212	שש באותיות	ragil=1425; gadol=1425	1331
eq	NOT_ENGINE_REPRODUCED	4440	במהרה בימינו	ragil=370; gadol=370	1331
eq	ENGINE_MATCH	1692	במהרה בימינו	miluy	1331
eq	NOT_ENGINE_REPRODUCED	1436	נוסיף את המילוי	ragil=708; gadol=1428	1331
eq	NOT_ENGINE_REPRODUCED	988	בנוסף לכך אותיות אחרי	ragil=1310; gadol=2510	1331
eq	NOT_ENGINE_REPRODUCED	7760	ריבוע גדול	ragil=331; gadol=331	1331
eq	ENGINE_MATCH	52	ל ו י ו	gadol; ragil	1331
eq	ENGINE_MATCH	434	פ ד ש נ	gadol; ragil	1331
eq	ENGINE_MATCH	51	ל י א י	gadol; ragil	1331
eq	ENGINE_MATCH	780	פ ש ת	gadol; ragil	1331
eq	ENGINE_MATCH	2015	אורך הגלות אחד תשע ארבע שמונה	misratar; mistater_calc	1331
eq	ENGINE_MATCH	1820	המשיח אחד תשע ארבע שמונה	gadol; ragil	1331
eq	ENGINE_MATCH	1776	המשיח אחד תשע ארבע שמונה	misratar	1331
eq	NOT_ENGINE_REPRODUCED	1948	וכן יבשר	ragil=588; gadol=1238	1331
eq	ENGINE_MATCH	552	צלצולי פעמונים"	ragil	28
eq	ENGINE_MATCH	552	צלצולי פעמונים	ragil	28
eq	ENGINE_MATCH	552	משיח צדק	gadol; ragil	28
eq	ENGINE_MATCH	464	דבר אלהינו יקום	ragil	28
eq	ENGINE_MATCH	464	גואל משיח בן דוד	ragil	28
eq	ENGINE_MATCH	464	מזמור לאסף	ragil	28
eq	ENGINE_MATCH	604	תדר	gadol; ragil	28
eq	ENGINE_MATCH	64	דודי לי	gadol; ragil	28
eq	ENGINE_MATCH	849	ההתגלות	gadol; ragil	28
eq	ENGINE_MATCH	849	מלחמה באחרית הימים	ragil	28
eq	ENGINE_MATCH	396	מצב חירום	ragil	28
eq	ENGINE_MATCH	396	הזמן הולך ואוזל לחטופים	ragil	28
eq	NOT_ENGINE_REPRODUCED	396	עת קץ"	ragil=660; gadol=1470	28
eq	NOT_ENGINE_REPRODUCED	396	ו ן ב ג ו י ם	ragil=117; gadol=1327	28
eq	ENGINE_MATCH	396	דף חדש	ragil	28
eq	ENGINE_MATCH	2509	שלוש מאות תשעים ושש	ragil	28
eq	NOT_ENGINE_REPRODUCED	380	כמניין	ragil=180; gadol=830	28
eq	ENGINE_MATCH	380	משיח בא יבוא	gadol; ragil	28
eq	ENGINE_MATCH	380	מספר	gadol; ragil	28
eq	ENGINE_MATCH	521	כי תצא	gadol; ragil	28
eq	ENGINE_MATCH	521	כתלעא	gadol; ragil	28
eq	ENGINE_MATCH	1	ווה	misratar	28
eq	ENGINE_MATCH	501	אשר	gadol; ragil; gadol_calc; ragil_calc	1390
eq	NOT_ENGINE_REPRODUCED	501	תק"א מלאך שפגע במצרים	ragil=1427; gadol=2467	1390
eq	ENGINE_MATCH	501	דצך עדש באחב	ragil	1390
eq	NOT_ENGINE_REPRODUCED	266	ראובן	ragil=259; gadol=909	1390
eq	NOT_ENGINE_REPRODUCED	45	שם הויה במילוי	ragil=464; gadol=1024	1390
eq	ENGINE_MATCH	983	שער החמישים"	ragil	1390
eq	ENGINE_MATCH	408	חמישים"	ragil	1390
eq	ENGINE_MATCH	408	זאת	gadol; ragil	1390
eq	SOURCE_NATIVE_VARIANT	408	בן עמרם	ragil+אותיות	1390
eq	SOURCE_NATIVE_VARIANT	892	מואב מול בית פעור"	gadol-1; ragil-1	1390
eq	NOT_ENGINE_REPRODUCED	832	נקבל סה"כ	ragil=267; gadol=267	1390
eq	SOURCE_NATIVE_VARIANT	345	אל שדה"	gadol+אותיות; ragil+אותיות; gadol_calc+אותיות; ragil_calc+אותיות	1390
eq	SOURCE_NATIVE_VARIANT	750	משה בן עמרם	ragil+מילים	1390
eq	ENGINE_MATCH	983	אברהם יצחק יעקב משה	ragil; ragil_calc; aiq_bekar_calc	1390
eq	NOT_ENGINE_REPRODUCED	893	ספרות	ragil=746; gadol=746	1390
eq	NOT_ENGINE_REPRODUCED	638	אברהם	ragil=248; gadol=808	1390
eq	NOT_ENGINE_REPRODUCED	120	שנותיו של משרע"ה	ragil=1717; gadol=1717	1390
eq	ENGINE_MATCH	345	בשגם"	ragil	1390
eq	ENGINE_MATCH	502	בשר	gadol; ragil	1390
eq	NOT_ENGINE_REPRODUCED	502	הגילאים של	ragil=429; gadol=989	1390
eq	SOURCE_NATIVE_VARIANT	776	בית פעור"	gadol+אותיות+כולל; ragil+אותיות+כולל	1390
eq	NOT_ENGINE_REPRODUCED	1693	ידע איש את קברתו עד היום הזה"	ragil=1656; gadol=2216	1390
eq	ENGINE_MATCH	892	ישנתי אז ינוח לי"	gadol; ragil	1390
eq	SYSTEM_LAW_APPLICATION	45	גאולה" התחילו בסגירת רשות השידור עם קטיעת	triangle_reverse_calc digit-family(mod9)	1186
eq	NOT_ENGINE_REPRODUCED	718	כל עניין ה"חדשות	ragil=963; gadol=1613	1186
eq	ENGINE_MATCH	277	אורי אחיאלי	gadol; ragil; ragil_calc; gadol_calc	1186
eq	NOT_ENGINE_REPRODUCED	718	משיח עני ורכוב על חמור	ragil=1076; gadol=1076	1186
eq	SYSTEM_LAW_APPLICATION	55	האן זה כמו הן	misratar digit-family(mod9)	1186
eq	ENGINE_MATCH	111	פל א	gadol; ragil	1186
eq	NOT_ENGINE_REPRODUCED	111	א ולה א לף זה אותיות פלא	ragil=1099; gadol=1819	1186
eq	NOT_ENGINE_REPRODUCED	424	טראמפ	ragil=330; gadol=330	1186
eq	NOT_ENGINE_REPRODUCED	1000	סגירת רשות השידור	ragil=2104; gadol=2104	1186
eq	ENGINE_MATCH	782	התשע"ז	gadol; ragil	1186
eq	SOURCE_NATIVE_VARIANT	450	שמניע אותו מראה שהחומר הגיע לתכליתו״ ספינרים	siduri+כולל	1186
eq	NOT_ENGINE_REPRODUCED	424	כולל	ragil=86; gadol=86	1185
eq	NOT_ENGINE_REPRODUCED	424	דיויד פרידמן'	ragil=418; gadol=1068	1185
eq	ENGINE_MATCH	424	דונלד טרמאפ	gadol; ragil	1185
eq	NOT_ENGINE_REPRODUCED	111	ראשי תיבות גימטריה	ragil=1606; gadol=1606	1185
eq	ENGINE_MATCH	5776	מלאכי חזקיה בימינו	miluy_demiluy_calc	1185
eq	ENGINE_MATCH	248	חזקיה בימינו	gadol; ragil	1185
eq	NOT_ENGINE_REPRODUCED	248	בצלם אלו	ragil=199; gadol=759	1185
eq	ENGINE_MATCH	143400	חמש מקורי	hakpala_calc	1185
eq	NOT_ENGINE_REPRODUCED	717000	חמש מקורי	ragil=704; gadol=704	1185
eq	ENGINE_MATCH	777	ל״ג בעומר במירון בימינו	ragil	1185
eq	ENGINE_MATCH	424	מירון בימינו	ragil	1185
eq	SOURCE_NATIVE_VARIANT	396	הילולה במירון	ragil+מילים	1185
eq	ENGINE_MATCH	1396	הילולה במירון בימינו	mistater_gadol_calc	1185
eq	NOT_ENGINE_REPRODUCED	2600	ההילולה במירון בימינו	ragil=517; gadol=1167	1185
eq	SYSTEM_LAW_APPLICATION	474	בשורת משיח	kadmi zero-law; kadmi_gadol zero-law; kadmi_gadol÷10 (zero-drop); kadmi÷10 (zero-drop)	1185
eq	NOT_ENGINE_REPRODUCED	434	משיח בן דויד ציקום האות	ragil=1092; gadol=2302	1185
eq	NOT_ENGINE_REPRODUCED	118	רגיל	ragil=243; gadol=243	1185
eq	ENGINE_MATCH	118	בימינו	gadol; ragil	1185
eq	SOURCE_NATIVE_VARIANT	782	התשע"ו	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים	1185
eq	ENGINE_MATCH	450	גאולה	aiq_bekar_calc	1185
eq	ENGINE_MATCH	776	הישיגוה בן המצרים	ragil	1333
eq	ENGINE_MATCH	776	מנגינת אין עוד מלבדו	ragil	1333
eq	ENGINE_MATCH	411	תהו	gadol; ragil	1333
eq	ENGINE_MATCH	411	יש מאין	ragil	1333
eq	NOT_ENGINE_REPRODUCED	588	מלחמת גוג ומגוג נוסף על הבעתה	ragil=1366; gadol=2086	1333
eq	SYSTEM_LAW_APPLICATION	73	חכמהעדכון	gadol mod100; kadmi_gadol digit-family(mod9); miluy digit-family(mod9)	102
eq	ENGINE_MATCH	888	הגאולה תתגלה	gadol; ragil	102
eq	NOT_ENGINE_REPRODUCED	261	וכן המילים ביד רמה	ragil=472; gadol=1682	102
eq	ENGINE_MATCH	360	צער	gadol; ragil	102
eq	NOT_ENGINE_REPRODUCED	710	נ	ragil=50; gadol=50	102
eq	ENGINE_MATCH	531	נתן אל	ragil	102
eq	ENGINE_MATCH	878	רסל מילואים אדר גבריאל	ragil	102
eq	ENGINE_MATCH	878	סמל צהל יהונתן אליאס	ragil	102
eq	ENGINE_MATCH	784	דן תורן	misratar	102
eq	NOT_ENGINE_REPRODUCED	710	נסתר וכן זה רמז לתאריך שמחת תורה	ragil=3065; gadol=4195	102
eq	NOT_ENGINE_REPRODUCED	878	הגאולה זה בהבנת דבר מתוך דבר	ragil=1399; gadol=1879	102
eq	SYSTEM_LAW_APPLICATION	83	וגם מרמז לנו פ"ג	fn_milui_only mod100	281
eq	ENGINE_MATCH	12	גוג	gadol; ragil; siduri	281
eq	SYSTEM_LAW_APPLICATION	58	ומגוג ומגוג	miluy digit-family(mod9); miluy zero-law; miluy÷10 (zero-drop); triangle_reverse_calc mod100	281
eq	SYSTEM_LAW_APPLICATION	70	ומגוג ומגוג	stair_triangle_calc digit-family(mod9); triangle_word_calc digit-family(mod9)	281
eq	SYSTEM_LAW_APPLICATION	83	מספר הפרק	miluy mod100	281
eq	NOT_ENGINE_REPRODUCED	520	אותיות	ragil=823; gadol=823	281
eq	ENGINE_MATCH	130	מילים	ragil	281
eq	SYSTEM_LAW_APPLICATION	19	פסוקים	gadol digit-family(mod9)	281
eq	NOT_ENGINE_REPRODUCED	669	סה"כ	ragil=85; gadol=85	281
eq	NOT_ENGINE_REPRODUCED	752	סה"כ עם מספר הפרק פ"ג	ragil=1043; gadol=1603	281
eq	ENGINE_MATCH	669	במלחמת עולם ג'	ragil	281
eq	ENGINE_MATCH	669	הקורונה בקץ הימים"	ragil	281
eq	ENGINE_MATCH	669	מפוזר ומפורד"	gadol; ragil	281
eq	ENGINE_MATCH	669	יסורים של אהבה"	ragil	281
eq	ENGINE_MATCH	752	מלכות רומי"	gadol; ragil	281
eq	ENGINE_MATCH	1234	מלך רומי העשירי הוא רוסיה"	ragil	281
eq	NOT_ENGINE_REPRODUCED	1234	אות הגאולה תשפ"ב	ragil=1239; gadol=1239	281
eq	NOT_ENGINE_REPRODUCED	1234	ארבעים וחמישה צדיקים במירון"	ragil=1254; gadol=3024	281
eq	ENGINE_MATCH	1234	התגלות השכינה"	gadol; ragil	281
eq	ENGINE_MATCH	1234	סמוך לימות המשיח הדבר הגדול"	ragil	281
eq	SOURCE_NATIVE_VARIANT	1234	בא המועד של ביאת משיח"	gadol+מילים; ragil+מילים; ragil_calc+מילים; gadol_calc+מילים	281
eq	NOT_ENGINE_REPRODUCED	1234	ותופיע ותמלוך עלינו"	ragil=1240; gadol=1720	281
eq	NEAR_MISS_<=3	1234	וגאלתי התשפ"ב"	gadol=1237(-3); ragil=1237(-3)	281
eq	ENGINE_MATCH	1234	והוצאתי אתכם מן העמים"	ragil	281
eq	NOT_ENGINE_REPRODUCED	1234	וינפש"	ragil=446; gadol=446	281
eq	ENGINE_MATCH	1234	שנת שמיטה אליהו הנביא"	gadol; ragil	281
eq	SOURCE_NATIVE_VARIANT	1234	יום הדין הגדול והנורא התשפ"ב	ragil+מילים+כולל	281
eq	NOT_ENGINE_REPRODUCED	1234	קץ שם לחשך חג הפורים"	ragil=1240; gadol=3650	281
eq	ENGINE_MATCH	1234	הפצצת הכור האטום האיראני"	ragil	281
eq	NOT_ENGINE_REPRODUCED	1234	ארה"ב סין מלחמה התשפ"ג"	ragil=1239; gadol=1889	281
eq	ENGINE_MATCH	477	אתמול	gadol; ragil; ragil_calc; gadol_calc	281
eq	ENGINE_MATCH	10	ד	kadmi; kadmi_gadol	1322
eq	SYSTEM_LAW_APPLICATION	10	חודש טבת הוא החודש העשירי	miluy digit-family(mod9); siduri mod100	1322
eq	ENGINE_MATCH	988	מתנת חנם	ragil	1322
eq	NOT_ENGINE_REPRODUCED	22	כזכור עשרה בטבת	ragil=1241; gadol=1241	1322
eq	NOT_ENGINE_REPRODUCED	358	שימו לב הגימטריה הרגילה	ragil=923; gadol=923	1322
eq	NOT_ENGINE_REPRODUCED	1358	שימו לב הגימטריה הרגילה	ragil=923; gadol=923	1322
eq	ENGINE_MATCH	478	מלאכי רוזנפלד	gadol; ragil	1322
eq	ENGINE_MATCH	478	גוג ומגוג	miluy	1322
eq	SYSTEM_LAW_APPLICATION	26	שם הויה	gadol digit-family(mod9); gadol mod100; miluy digit-family(mod9)	1322
eq	NOT_ENGINE_REPRODUCED	474	כזכור בימינו	ragil=371; gadol=371	1323
eq	ENGINE_MATCH	1234	רשת האינטרנט	gadol; ragil	1545
eq	NOT_ENGINE_REPRODUCED	1234	שער נון במילוי האותיות	ragil=1602; gadol=2252	1545
eq	NOT_ENGINE_REPRODUCED	676	המסתתר	ragil=1105; gadol=1105	1545
eq	NOT_ENGINE_REPRODUCED	1335	אינטרנט איראן גוג ומגוג" עם האותיות והמילים	ragil=1740; gadol=3510	1545
eq	ENGINE_MATCH	256	מה פעל אל"	gadol; ragil	1545
eq	SOURCE_NATIVE_VARIANT	1820	כעת יאמר ליעקב" וכו' עם המילים והכולל	fn_milui_only+מילים+כולל	1545
eq	NOT_ENGINE_REPRODUCED	1820	ב	ragil=2; gadol=2	1545
eq	NOT_ENGINE_REPRODUCED	18	ח"י עמוד האמצע	ragil=344; gadol=344	1545
eq	NOT_ENGINE_REPRODUCED	1820	מספר המילים שדיבר יעקב עם רחל ולאה	ragil=1603; gadol=2723	1545
eq	NOT_ENGINE_REPRODUCED	1820	פסוקי ברכת כהנים	ragil=1003; gadol=1563	1545
eq	NOT_ENGINE_REPRODUCED	819	דוד מלך ישראל חי וקיים	ragil=829; gadol=1869	1545
eq	SYSTEM_LAW_APPLICATION	21	שירת הים	kadmi_gadol digit-family(mod9); miluy mod100; miluy_demiluy_gadol_calc digit-family(mod9)	1545
eq	NOT_ENGINE_REPRODUCED	38220	שירת הים	ragil=965; gadol=1525	1545
eq	NOT_ENGINE_REPRODUCED	21	כוח שם אהי"ה	ragil=395; gadol=955	1545
eq	NOT_ENGINE_REPRODUCED	1820	יום א' ניסן	ragil=227; gadol=1437	1545
eq	NOT_ENGINE_REPRODUCED	1820	מלכות השם המפורש	ragil=1472; gadol=2032	1545
eq	ENGINE_MATCH	1111	ומפלי"א לעשו"ת"	misratar	1545
eq	NOT_ENGINE_REPRODUCED	110	יחוד השם	ragil=373; gadol=933	1545
eq	NOT_ENGINE_REPRODUCED	111	עם הכולל	ragil=201; gadol=761	1545
eq	ENGINE_MATCH	111	מסוה	gadol; ragil	1545
eq	NOT_ENGINE_REPRODUCED	365	המסתתר	ragil=1105; gadol=1105	1545
eq	SYSTEM_LAW_APPLICATION	22	יום י' טבת	mistater_gadol_calc digit-family(mod9)	1387
eq	NOT_ENGINE_REPRODUCED	424	וזה מאד סימבולי ל'דונלד טראמפ	ragil=675; gadol=675	10
eq	ENGINE_MATCH	216	אלוקים הוא טוב	ragil; ragil_calc	10
eq	ENGINE_MATCH	216	הארי	gadol; ragil	10
eq	ENGINE_MATCH	216	אריה	gadol; ragil; ragil_calc; gadol_calc	10
eq	NOT_ENGINE_REPRODUCED	3338	כה תאמר לבני ישראל אהיה שלחני אליכם"	ragil=1819; gadol=2379	10
eq	ENGINE_MATCH	958	משיח שקר	gadol; ragil	10
eq	ENGINE_MATCH	1426	תיקון עצמי	gadol	10
eq	ENGINE_MATCH	776	טיל מתפזר	gadol; ragil	10
eq	NOT_ENGINE_REPRODUCED	1776	חמינאי הוא המנהיג העליון החדש של איראן	ragil=1324; gadol=2624	10
eq	ENGINE_MATCH	50	האדם	ragil	10
eq	ENGINE_MATCH	123	מלחמה	gadol; ragil	10
eq	NOT_ENGINE_REPRODUCED	1400	עת הזמיר הגיע"	ragil=820; gadol=820	55
eq	NOT_ENGINE_REPRODUCED	1424	עת הזמיר הגיע"	ragil=820; gadol=820	55
eq	ENGINE_MATCH	59	נט	gadol; ragil; atbash	55
eq	ENGINE_MATCH	566	שריון	ragil	55
eq	NOT_ENGINE_REPRODUCED	666	שלג	ragil=333; gadol=333	55
eq	SOURCE_NATIVE_VARIANT	340	ליל הסדר	gadol+כולל; ragil+כולל	55
eq	ENGINE_MATCH	51	אייל	gadol; ragil; ragil_calc; gadol_calc	55
eq	ENGINE_MATCH	51	אדום	ragil; ragil_calc	55
eq	ENGINE_MATCH	747	קול התור	gadol; ragil	55
eq	NOT_ENGINE_REPRODUCED	611	עוד קשר למשה רבינו התור	ragil=1934; gadol=1934	55
eq	SOURCE_NATIVE_VARIANT	238	סה"כ	miluy+אותיות	55
eq	SYSTEM_LAW_APPLICATION	5	שם הויה ב"ה שכבר מראה על גילוי	albam digit-family(mod9); miluy_demiluy_calc digit-family(mod9)	1211
eq	SYSTEM_LAW_APPLICATION	26	שם הויה ב"ה שכבר מראה על גילוי	miluy_demiluy_gadol_calc digit-family(mod9)	1211
eq	NOT_ENGINE_REPRODUCED	782	אלוהי אברהם אלוהי יצחק ואלוהי יעקב"	ragil=800; gadol=1360	1211
eq	NOT_ENGINE_REPRODUCED	782	אם כך ולפי זה יוצא בשפת	ragil=1108; gadol=2148	1211
eq	ENGINE_MATCH	782	חביב אדם שנברא בצלם"	ragil	1211
eq	NOT_ENGINE_REPRODUCED	776	כמו שנאמר הרבה כאן באתר על תשעו	ragil=2419; gadol=3069	1211
eq	ENGINE_MATCH	782	כוכב שביט הגדול יפל על העלם	ragil	1211
